"","entityName","loc","sic","sicDescription","2008Q2","2008Q3","2008Q4","2009Q1","2009Q2","2009Q3","2009Q4","2010Q1","2010Q2","2010Q3","2010Q4","2011Q1","2011Q2","2011Q3","2011Q4","2012Q1","2012Q2","2012Q3","2012Q4","2013Q1","2013Q2","2013Q3","2013Q4","2014Q1","2014Q2","2014Q3","2014Q4","2015Q1","2015Q2","2015Q3","2015Q4","2016Q1","2016Q2","2016Q3","2016Q4","2017Q1","2017Q2","2017Q3","2017Q4","2018Q1","2018Q2","2018Q3","2018Q4","2019Q1","2019Q2","2019Q3","2019Q4","2020Q1","2020Q2","2020Q3","2020Q4","2021Q1","2021Q2","2021Q3","2021Q4","2008Q1"
"357","United States Brent Oil Fund, LP","US-CA",6221,"Commodity Contracts Brokers & Dealers",64142869.4872009,132048482.934412,17810315.8950444,16372801.7775358,8795417.92054836,7866853.8882594,38213087.0777525,19225008.5948446,-51617999.9248011,4557688.32580074,101831.711747984,-386722.823628687,19451209.5797235,-479599998.871504,22493366.9550751,11225169.4392068,-1290278.05673125,10799999.9965668,23772103.415201,679733,-2987792,3439908,1128715,-435090,1945692,-8979714,-18982757,-2629411,11960974,-29290275,-23686448,6395974,22920383,-1682830,9371601,-8539699,-8856003,15377331,17469461,4562389,14294815,4706269,-38753867,19896460,35962,-4861383,11692228,-78883355,134833408,-1244409,64378265,76615279,62965476,16765779,1112436,NA
"358","AMERICAN ASSETS TRUST, INC.","US-CA",6798,"Real Estate Investment Trusts",64142869.4875558,132048482.93498,17810315.8945586,16372801.7771824,5067000.00011779,4404000.0000856,5249000.00093212,2564104.4833932,2168702.89545652,1863526.24453137,2838070.37769294,1480523.03082417,3009778.94407394,2888354.45868402,2663711.90648257,2724374.57283542,2856367.44575965,2531066.32850515,2967948.29096872,3238000,3077000,4223000,4682000,4602000,3713000,6417000,7024000,8027000,8708000,13562000,8212000,7651000,7599000,8474000,8861000,7387000,5519000,9094000,7077000,-453000,3072000,10394000,6673000,11095000,8916000,12862000,12845000,12068000,7656000,5038000,2898000,1257000,8941000,10041000,8137000,NA
"359","FIRST BUSINESS FINANCIAL SERVICES, INC.","US-WI",6022,"State Commercial Banks",64142869.4872006,132048482.934411,17810315.8950444,16372801.7775358,5067000.00013283,4404000.00009334,5249000.00092664,2564104.48338858,2168702.89545007,1863526.24452616,2838070.37768853,1480523.03081801,3009778.9440689,2888354.45868308,2663711.90647996,2724374.57283045,2856367.4457534,2531066.32850044,2967948.29096245,3244000,3133000,3609000,3760000,3337000,3505000,3553000,3744000,4192000,3858000,4381000,4083000,4553000,3723000,2665000,3968000,3397000,1886000,2584000,4037000,3649000,3289000,5301000,4064000,5899000,6572000,5085000,5768000,3278000,3323000,4293000,6084000,9731000,8235000,9198000,8591000,NA
"360","Intra-Cellular Therapies, Inc.","US-NJ",2834,"Pharmaceutical Preparations",619203999.952278,584421999.970051,17810315.8950444,171099999.980764,158799999.9588,188899999.945871,318799999.929864,148899999.962166,-781783.644606463,1355458.89376183,6738970.10735251,-237296.986286934,-531669.874574382,3957475.78314307,1131702.2903332,-2224409.85449146,-620982.064693114,606512.817958776,753674.414506614,-5638377,-8277391,-4911620,-8040810,-4543284,-4533539,-6415507,-15199130,-22286824,-21511318,-32160483,-28834516,-27841449,-30834454,-30265327,-27485039,-26933582,-17760704,-22870416,-30208712,-35480078,-37376383,-41522914,-40748036,-34835764,-37441164,-34862399,-40582851,-31972199.371335,-60432198.8654447,-4744751.72070858,-6815609.76565395,-1996460.69039181,-2454362.26336463,-857074.77547331,-265528.927350174,NA
"361","Liberty Global Ltd.","BM-",4841,"Cable & Other Pay Television Services",619203999.952278,584421999.970051,17810315.8950444,171099999.980764,158799999.9588,188899999.945871,318799999.929864,148899999.962166,-781783.644606463,1355458.89376183,6738970.10735251,-237296.986286934,-531669.874574382,3957475.78314307,1131702.2903332,-2224409.85449146,-620982.064693114,606512.817958776,753674.414506614,-1e+06,-11600000,-830100000,-121200000,-78800000,-249900000,157100000,-523400000,-537500000,-464700000,133300000,-283600000,-369100000,101400000,-249500000,2222500000,-320200000,-674300000,-791600000,-9.92e+08,-1186500000,912600000,974100000,25100000,7e+06,5.3e+07,12847900000,-1386500000,-31972199.371335,-60432198.8654447,-4744751.72070858,-6815609.76565395,-1996460.69039181,-2454362.26336463,-857074.77547331,-265528.927350174,NA
"362","OUTFRONT Media Inc.","US-NY",6798,"Real Estate Investment Trusts",580753999.95636,734589999.957485,-717999999.744517,-81017098.4973845,1448359.96986661,2140157.82379123,7931858.3135332,5132450.80753838,6635631.76147403,5258827.57435211,5187835.32237177,6399306.91160577,5771125.19252294,3281811.05156348,3904624.87645693,5518728.78286151,6658038.87806715,5185908.8950553,6722697.61157921,19900000,36400000,37200000,5e+07,8400000,22400000,248300000,27800000,1100000,22200000,21200000,-73900000,-2300000,28500000,38100000,26600000,2500000,37100000,50700000,35500000,9100000,-5200000,46800000,57200000,6100000,50300000,38700000,4.5e+07,6100000,-57900000,-13500000,4300000,-67700000,-9e+05,33100000,6736843.80376247,NA
"363","THERAVANCE BIOPHARMA, INC.","US-CA",2834,"Pharmaceutical Preparations",619203999.952278,584421999.970051,17810315.8950444,171099999.980764,158799999.9588,188899999.945871,318799999.929864,148899999.962166,-781783.644606463,1355458.89376183,6738970.10735251,-237296.986286934,-531669.874574382,3957475.78314307,1131702.2903332,-2224409.85449146,-620982.064693114,606512.817958776,753674.414506614,-32174000,-38952000,-41078000,-44080000,-60018000,-58215000,-54495000,-64310000,-42474000,-47603000,-47314000,-44828000,-42150000,-47225000,-33962000,-67332000,-65319000,-66287000,-66877000,-86922000,-65087000,-40818000,-59433000,-50186000,-72580000,-39838000,-58431000,-65606000,-31972199.371335,-60432198.8654447,-4744751.72070858,-6815609.76565395,-1996460.69039181,-2454362.26336463,-857074.77547331,-265528.927350174,NA
"364","Heritage Insurance Holdings, Inc.","US-FL",6331,"Fire, Marine & Casualty Insurance",580753999.95636,734589999.957485,-717999999.744517,-81017098.4973845,1448359.96986661,2140157.82379123,7931858.3135332,5132450.80753838,6635631.76147403,5258827.57435211,5187835.32237177,6399306.91160577,5771125.19252294,3281811.05156348,3904624.87645693,5518728.78286151,6658038.87806715,5185908.8950553,6722697.61157921,7054000,21018000,5327000,814000,7888000,9566000,9965000,19678000,30056000,25400000,16813000,20243000,7423000,18368000,10930000,-2856000,5983000,6642000,-8696000,-5048000,14829000,2408000,5989000,3929000,6964000,721000,8133000,12818000,7620000,4132000,-5233000,2808000,-5148000,-3950000,-16410000,-49218000,NA
"365","HAEMONETICS CORPORATION","US-MA",3841,"Surgical & Medical Instruments & Apparatus",580753896.524001,734589898.048111,-717999370.37454,-81017042.3161421,1448359.23459439,2140156.65893174,7931854.06891488,5132447.94127649,6635628.98409464,5258825.07645173,5187832.47640916,6399304.448499,5771122.03986368,3281809.48911139,3904623.07548655,5518725.65704756,6658035.83258629,5185907.32333203,6722694.22454875,8837301.79241189,-7874000,16548000,16290000,10184000,-3649000,7487000,15988000,-2929000,-267000,12863000,-59440000,-8735000,-10346000,19825000,15393000,-51140000,20137000,20102000,-6547000,11880000,-2819000,18726000,-8479000,20835000,7144598.5414288,5657380.25993038,5688026.34272158,1045623.56517498,2114841.22817684,6293087.5308395,7716920.27537125,8533004.46999669,-4454000,14856000,23232000,NA
"366","CARVER BANCORP, INC.","US-NY",6035,"Savings Institution, Federally Chartered",64129169.7849781,132048482.934412,17810315.8950445,16372801.7775359,-2729414.52523242,-11578995.3465766,38213087.0777526,-9656677.22539921,-146968.051005612,25289.7635045109,89102.3312513065,-307806.844804943,-468063.210401584,64068.6604821172,-58904.8263412718,-346968.004699306,-120764.028062033,-64637.3604531082,-54193.4774801442,-131653.65379596,410000,5799.9001968097,-214252.123175211,-584708.009319216,173000,-658916.596605582,-576838.554284735,-770396.061415022,129000,-563000,156000,-1489000,325000,-251000,-893000,-2034000,-641000,-594000,-944000,7533000,-1030000,-2017000,-1349000,-1540000,-1139000,-1050000,-1436000,-1798000,-812000,-809000,-1310000,-965000,-2756000,1084000,696000,NA
"367","8x8, INC.","US-CA",7374,"Services-Computer Processing & Data Preparation",64142919.410141,132048550.353483,17810315.8950444,16372814.9844718,-2729992.52423791,-11581963.7684824,38213114.9096775,-9657971.13111824,-146978.593959682,25289.0540575348,89108.4910094455,-307815.550275675,-468080.912104135,64069.5696822933,-58901.2312321937,-346978.251415496,-120765.129723821,-64638.7242867757,-54195.1663219091,-131655.926161747,2139000,2231000,89000,-1945000,8000,1291000,444000,183000,-472000,-1892000,-1680000,-1076000,-528000,27000,-1325000,-2925000,-2169000,-546000,-88520000,-13262000,-15355000,-21482000,-23771000,-28131000,-916526.083103735,-369613.573687243,-490145.576372749,-1090752.24548008,-1236162.68764875,-257602.980179591,-536584.955261255,-418094.290427843,-43906000,-42324000,-43571000,NA
"368","PETMED EXPRESS, INC.","US-FL",5912,"Retail-Drug Stores and Proprietary Stores",64142869.4872854,132048482.934547,17810315.8949286,16372801.7774515,5067000.00012924,4404000.0000915,5249000.00092794,2564104.48338969,2168702.89545161,1863526.2445274,2838070.37768958,1480523.03081948,3009778.9440701,2888354.4586833,2663711.90648059,2724374.57283163,2856367.44575489,2531066.32850156,2967948.29096395,2364383.99388257,4755000,4150000,4541000,4526000,4973000,2732000,4797000,4951000,5757000,4502000,4890000,5418000,6594000,4899000,4823000,7503000,9276000,8760000,9064000,10183000,12582000,10752000,7787000,6620000,5045783.28628112,5662772.20105819,5394290.92362534,3042920.45135635,2877803.71305001,5153480.44896169,6523516.89863504,6739437.98128773,3579000,5774000,3823000,NA
"369","STEELCASE INC","US-MI",2522,"Office Furniture (No Wood)",580753999.895093,734589999.89712,-717999999.371716,-81017098.464106,1448359.96942948,2140157.82309987,7931858.31099296,5132450.8058375,6635631.75982249,5258827.57286516,5187835.3206767,6399306.910142,5771125.19064672,3281811.05063278,3904624.87538467,5518728.78100068,6658038.87625545,5185908.89412164,6722697.60956342,8837304.41493853,13200000,27600000,2.3e+07,23900000,2.1e+07,30500000,11800000,22800000,2e+07,37200000,35600000,77500000,19400000,38200000,41200000,25800000,18100000,36900000,25700000,0,1.7e+07,49100000,37300000,4914611.10318225,7144598.7938775,5657379.26183242,5688025.49582841,66500000,-38100000,55500000,2100000,6600000,-28100000,24700000,9600000,NA
"370","SOLARWINDOW TECHNOLOGIES, INC.","US-AZ",2860,"Industrial Organic Chemicals",64142869.616945,132048483.109626,17810315.8950444,16372801.8118592,-2729999.97952072,-11581999.900528,38213087.1500846,-9657999.91762031,-146978.3960587,25288.6819673913,89107.625726659,-307815.574642653,-468080.890605458,64068.8766122732,-58901.5845889231,-346977.816807831,-120764.968941131,-64638.9435017721,-54195.4235459995,-131655.812092725,-583979,5798.45897736224,-769570,-699033,-932263,-658945.340535035,-3259249,-1520947,-1564362,-562969.825498401,-1323949,-1809083,-2099885,-189787.726938258,-1722529,-1286271,-1202337,-261753.939380294,-2699153,-1489463,-1444896,-1221035,-1686916,-826836,-987342,-3386584,-1105278,-1090750.61720047,-1236160.64323657,-257602.270913283,-2537035,-2149270,-1806401,168369.267630316,-1326124,NA
"371","Commvault Systems, Inc","US-NJ",7372,"Services-Prepackaged Software",580235653.461306,734079176.535944,-714849158.169699,-80735652.2281138,1446297.98060177,2135713.40532578,7936950.85705685,5121231.60236342,6628183.37936573,5253758.23498218,5182999.15380729,6391801.86530179,5764225.72704981,3279253.63119662,3901145.07335694,5512475.02963545,6650627.88392952,5180743.69224086,6715374.86944379,8826464.60378163,13462000,17354000,17591000,15657000,12729000,6496000,3073000,3352000,-1300000,-9236000,4878000,5794000,-2610000,-54000,1959000,197000,-284000,-1010000,-58945000,-1661000,-8567000,891000,13400000,-2163000,-6846000,-7084000,-650000,8935000,2112436.56990712,6285866.47659443,7706649.78738206,8521692.91741296,12164311.6395405,10815097.9814715,6728221.00015842,NA
"372","Anterix Inc.","US-NJ",4813,"Telephone Communications (No Radiotelephone)",75920028.0107647,147488413.043039,17810315.8950444,19497329.2178198,-1460393.88582617,-5866132.08110351,44742215.6568606,-5037717.282888,-190098.487745755,106258.630878002,279668.084302507,-302528.189639087,-472753.534342872,215859.744634613,17732.1401720572,-442858.204293655,-155758.538147764,-17091.3623116853,1605.53400117126,-156468.136935341,-337746,-298041,-270750,-305284,-2587563,-3019188,-3525864,-5581553,-4351000,-5459000,-5244000,-6774000,-10052000,-7833000,-7288000,-14014000,-7910000,-8199000,-99000,-8360000,-12302000,-11779000,-8351000,-9561000,-9374000,-7715000,-8811000,-11738000,-15130000,-16280000,-12089000,-10935000,-12010000,-1777000,-12715000,NA
"373","Enertopia Corporation","CA-BC",1000,"Metal Mining",-23994.5611746555,132048482.934412,17810315.8950445,16372801.7775359,8795389.2258401,7866820.89345778,38213087.0777526,148824.669371758,87423.9744557803,50024.3571313712,-31417.1289787296,-112813.974066111,-86843.407571263,59174.2597878334,-133153.386446987,-129013.167877593,-99309.8397893355,-28501.8883939116,-9769.02253688391,-82502.7581421211,-220866,-730904,-149409,-322804,-972682,-4641005,-961542,-340111,-123225,24305.0943311519,-149888,-154078,-84037,31258.9061253546,-165712,-225529,-251027,21572.2367176675,-193341,-199548,-179577,-77589,-94799,-204456,-67128,-55958,-49607,-107198.323503747,-37700.2625283681,110205.374240931,222603,-295225,-91066,49358.4768023761,-116219,NA
"374","CLEARSIGN TECHNOLOGIES CORPORATION","US-OK",3823,"Industrial Instruments For Measurement, Display, and Control",64142869.6373158,132048483.137136,17810315.8950444,16372801.8172482,-2729999.97647072,-11581999.8857461,38213087.1614412,-9657999.90584357,-146978.396139663,25288.6821196156,89107.6260806513,-307815.574632684,-468080.890614254,64068.8768958122,-58901.5844443628,-346977.816985631,-120764.969006908,-64638.94341209,-54195.4234407677,-131655.812139392,-1405000,-1362000,-214260.811146779,-1646000,-1626000,-1721000,-2303000,-1583000,-1796000,-1961000,-2558000,-2589000,-2431000,-3846000,-2306000,-2379000,-2236000,-2472000,-2593000,-2278000,-2389000,-2292000,-2541000,-2329000,-2426000,-2108000,-1616000,-1090750.61786661,-1236160.64407295,-257602.271203448,-536584.138148547,-2021000,-2290000,-2353000,-1227000,NA
"375","RANGE IMPACT, INC.","US-OH",1600,"Heavy Construction Other Than Bldg Const - Contractors",64141339.7265009,132048482.942143,17810315.8950445,16372801.7790503,-2729934.62233974,-11581664.4723112,38213087.0809442,-9657852.28868062,-146977.240559988,25288.8019064141,89107.0326757888,-307814.59997722,-468078.916493471,64068.8509559712,-58901.9473195737,-346976.720292895,-120764.863534887,-64638.7672308725,-54195.2068265255,-131655.570860127,-899305,-781680,-1045037,-584731.675529273,-655797,-1407749,-1142081,-770432.172558833,215594,504326,-83636,-840763.988057527,-439405,-1146519,-2499974,-675005.431384284,-1106353,-898520,-1241973,-217995.825780868,-1135219,-1220797,-1208571,-804028.885916836,-1591279,-1227450,-795295,-1090744.55777341,-1236152.856207,-257600.42757747,692950,-418090.817948743,-653277.953735303,168368.682290468,-540852.84820288,NA
"376","NUTEX HEALTH INC.","US-TX",7389,"Services-Business Services, NEC",64126653.1404624,132048483.376292,17810315.5181493,16372801.503441,-2729306.94355226,-11578443.2391918,38213086.9610518,-9656434.09391724,-146966.144869705,25289.9669648701,89101.363262092,-307805.234912331,-468059.955541712,64068.6246970613,-58905.4176652173,-346966.196325165,-120763.849930151,-64637.0647601618,-54193.1145905689,-131653.251368132,588850,-158231,-214250.520263714,-161578,-75270,-185765,-576834.735205869,-144897,-51646,-74849,-800027.141196037,-238870,-96052,216666,-573409.409892322,-242074,-1647250,6325014,-938064.787740322,-610033,-726247,-608519,-636532.147055837,-968161,-1630556,-857630,-490111.77061209,-1090686.40990598,-1236078.12801123,-257582.739298044,-536544.325745095,-4484140,29678045,74494252,-540831.944321998,NA
"377","TILE SHOP HOLDINGS, INC.","US-MN",5700,"Retail-Home Furniture, Furnishings & Equipment Stores",64147824.1756815,132056427.359971,17803536.5324785,16367870.2335418,5066790.02536975,4403891.75214004,5249076.40224955,2564168.85959264,2168792.85764201,1863598.98036625,2838131.83852331,1480608.9266188,3009849.19623998,2888367.4692941,2663748.30400409,2724443.94529218,2856454.70782256,2531132.11129635,2968035.6663097,2364499.15425144,3584000,4050000,3282877.31054105,3709000,3828000,1504000,1506000,3659000,4490000,3761000,3786000,6758000,6849000,4583000,273000,8009000,7723000,2438000,-7351000,4011000,4958000,2553000,-1080000,1320000,-154000,-1383000,-4246000,3502000,-760000,1914000,1375000,5297000,5494000,2175000,1808000,NA
"378","ANVI GLOBAL HOLDINGS, INC.","US-NC",5400,"Retail-Food Stores",-23997.9998626525,132048482.934412,17810315.8950445,16372801.7775359,8795417.92054836,7866853.8882594,38213087.0777526,148826.88643773,87424.1398175687,50024.3745713476,-31417.213866735,-112813.838918019,-86843.1488627581,59174.2563391586,-133153.438979967,-129013.017451379,-99309.8246871806,-28501.8629471027,-9768.99124711203,-82502.7235876488,-4060,-3039,-7775,-30406.5160092632,-5565,-36000,-36000,26099.0137968084,-36000,-36000,-36000,36054.3400828601,-36000,-36000,-36000,2399.58436979361,-86730,-47223,-81322,33780.8124159124,-54633,-47931,-82546,60494.3943884592,-58963,-69566,-53977,-107197.730216236,-53833,-50342,-60590,176829.775583383,-53408,-55690,-60690,NA
"379","ADVANCED DRAINAGE SYSTEMS, INC.","US-OH",3086,"Plastics Foam Products",64143407.1541372,132049345.044605,17809580.0705308,16372266.5321458,-27868646.9779534,-50107834.6372309,-23904677.1550759,-43023716.6829046,-6354685.30627032,-15562274.4446313,-38793895.2577261,-4296680.82424341,-34568458.1762877,-21491464.6153184,-16284436.0290434,-45886447.0243763,-10273140.7748136,-1786025.27822536,-18097641.9483357,-861397.545812142,12974000,14740000,-4877000,-14210000,5526000,15928000,-4641000,-24640000,11694000,12346000,13131000,-12119000,18273000,23734000,9053000,-18110000,17742000,17863000,32105000,-5703000,32280000,28670000,15812000,1010000,-226356000,7589000,23288000,2305000,70466000,80236000,53774000,27058725.9228821,75987000,75359000,73678000,NA
