"","cik","entityName","loc","2008Q1","2008Q2","2008Q3","2008Q4","2009Q1","2009Q2","2009Q3","2009Q4","2010Q1","2010Q2","2010Q3","2010Q4","2011Q1","2011Q2","2011Q3","2011Q4","2012Q1","2012Q2","2012Q3","2012Q4","2013Q1","2013Q2","2013Q3","2013Q4","2014Q1","2014Q2","2014Q3","2014Q4","2015Q1","2015Q2","2015Q3","2015Q4","2016Q1","2016Q2","2016Q3","2016Q4","2017Q1","2017Q2","2017Q3","2017Q4","2018Q1","2018Q2","2018Q3","2018Q4","2019Q1","2019Q2","2019Q3","2019Q4","2020Q1","2020Q2","2020Q3","2020Q4","2021Q1","2021Q2","2021Q3","2021Q4","2022Q1","2022Q2","2022Q3","2022Q4","2023Q1","2023Q2","2023Q3","2023Q4","2024Q1","2024Q2","2024Q3","2024Q4","sic","sicDescription"
"365","0000313143","HAEMONETICS CORPORATION","US-MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7874000,16548000,16290000,10184000,-3649000,7487000,15988000,-2929000,-267000,12863000,-59440000,-8735000,-10346000,19825000,15393000,-51140000,20137000,20102000,-6547000,11880000,-2819000,18726000,-8479000,20835000,NA,NA,NA,NA,NA,NA,NA,NA,-4454000,14856000,23232000,NA,19877000,33197000,32944000,NA,41042000,24908000,31241000,NA,38373000,33831000,37494000,3841,"Surgical & Medical Instruments & Apparatus"
"366","0001016178","CARVER BANCORP, INC.","US-NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410000,NA,NA,NA,173000,NA,NA,NA,129000,-563000,156000,-1489000,325000,-251000,-893000,-2034000,-641000,-594000,-944000,7533000,-1030000,-2017000,-1349000,-1540000,-1139000,-1050000,-1436000,-1798000,-812000,-809000,-1310000,-965000,-2756000,1084000,696000,NA,-857000,-955000,-1089000,NA,-1421000,-1586000,19000,NA,-2212000,-2113000,-5648000,6035,"Savings Institution, Federally Chartered"
"367","0001023731","8x8, INC.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2139000,2231000,89000,-1945000,8000,1291000,444000,183000,-472000,-1892000,-1680000,-1076000,-528000,27000,-1325000,-2925000,-2169000,-546000,-88520000,-13262000,-15355000,-21482000,-23771000,-28131000,NA,NA,NA,NA,NA,NA,NA,NA,-43906000,-42324000,-43571000,NA,-26043000,-11639000,-26030000,NA,-15327000,-7452000,-21222000,NA,-10290000,-14543000,3022000,7374,"Services-Computer Processing & Data Preparation"
"368","0001040130","PETMED EXPRESS, INC.","US-FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4755000,4150000,4541000,4526000,4973000,2732000,4797000,4951000,5757000,4502000,4890000,5418000,6594000,4899000,4823000,7503000,9276000,8760000,9064000,10183000,12582000,10752000,7787000,6620000,NA,NA,NA,NA,NA,NA,NA,NA,3579000,5774000,3823000,5540000,2687000,2881000,-212000,NA,-1136000,715000,-2027000,NA,3754000,2326000,-707000,5912,"Retail-Drug Stores and Proprietary Stores"
"369","0001050825","STEELCASE INC","US-MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13200000,27600000,2.3e+07,23900000,2.1e+07,30500000,11800000,22800000,2e+07,37200000,35600000,77500000,19400000,38200000,41200000,25800000,18100000,36900000,25700000,0,1.7e+07,49100000,37300000,NA,NA,NA,NA,66500000,-38100000,55500000,2100000,6600000,-28100000,24700000,9600000,-2200000,-11400000,19600000,11400000,15700000,1500000,27500000,30800000,21300000,10900000,63100000,19100000,2522,"Office Furniture (No Wood)"
"370","0001071840","SOLARWINDOW TECHNOLOGIES, INC.","US-AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-583979,NA,-769570,-699033,-932263,NA,-3259249,-1520947,-1564362,NA,-1323949,-1809083,-2099885,NA,-1722529,-1286271,-1202337,NA,-2699153,-1489463,-1444896,-1221035,-1686916,-826836,-987342,-3386584,-1105278,NA,NA,NA,-2537035,-2149270,-1806401,NA,-1326124,-1377834,-1636485,NA,-726157,-527697,-554249,NA,-501372,-847031,-1462314,NA,-552063,2860,"Industrial Organic Chemicals"
"371","0001169561","Commvault Systems, Inc","US-NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13462000,17354000,17591000,15657000,12729000,6496000,3073000,3352000,-1300000,-9236000,4878000,5794000,-2610000,-54000,1959000,197000,-284000,-1010000,-58945000,-1661000,-8567000,891000,13400000,-2163000,-6846000,-7084000,-650000,8935000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12629000,13017000,17140000,NA,18527000,15565000,11021000,7372,"Services-Prepackaged Software"
"372","0001304492","Anterix Inc.","US-NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-337746,-298041,-270750,-305284,-2587563,-3019188,-3525864,-5581553,-4351000,-5459000,-5244000,-6774000,-10052000,-7833000,-7288000,-14014000,-7910000,-8199000,-99000,-8360000,-12302000,-11779000,-8351000,-9561000,-9374000,-7715000,-8811000,-11738000,-15130000,-16280000,-12089000,-10935000,-12010000,-1777000,-12715000,NA,-13196000,-10643000,-8020000,NA,-2118000,2073000,328000,NA,-15524000,-12766000,7710000,4813,"Telephone Communications (No Radiotelephone)"
"373","0001346022","Enertopia Corporation","CA-BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-220866,-730904,-149409,-322804,-972682,-4641005,-961542,-340111,-123225,NA,-149888,-154078,-84037,NA,-165712,-225529,-251027,NA,-193341,-199548,-179577,-77589,-94799,-204456,-67128,-55958,-49607,NA,NA,NA,222603,-295225,-91066,NA,-116219,-738508,3635630,NA,-446834,295064,-1139395,NA,-409748,-147368,-287901,NA,-83130,1000,"Metal Mining"
"374","0001434524","CLEARSIGN TECHNOLOGIES CORPORATION","US-OK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1405000,-1362000,NA,-1646000,-1626000,-1721000,-2303000,-1583000,-1796000,-1961000,-2558000,-2589000,-2431000,-3846000,-2306000,-2379000,-2236000,-2472000,-2593000,-2278000,-2389000,-2292000,-2541000,-2329000,-2426000,-2108000,-1616000,NA,NA,NA,NA,-2021000,-2290000,-2353000,-1227000,-1490000,-1638000,-1312000,-1318000,-1429000,-1478000,-1332000,-955000,-1108000,-1872000,-1155000,-1164000,3823,"Industrial Instruments For Measurement, Display, and Control"
"375","0001438943","RANGE IMPACT, INC.","US-OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-899305,-781680,-1045037,NA,-655797,-1407749,-1142081,NA,215594,504326,-83636,NA,-439405,-1146519,-2499974,NA,-1106353,-898520,-1241973,NA,-1135219,-1220797,-1208571,NA,-1591279,-1227450,-795295,NA,NA,NA,692950,NA,NA,NA,NA,-447974,-443186,-119616,-61400,-226860,36762,3404175,-83022,-1213840,-1225681,-4920338,-2438224,1600,"Heavy Construction Other Than Bldg Const - Contractors"
"376","0001479681","NUTEX HEALTH INC.","US-TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588850,-158231,NA,-161578,-75270,-185765,NA,-144897,-51646,-74849,NA,-238870,-96052,216666,NA,-242074,-1647250,6325014,NA,-610033,-726247,-608519,NA,-968161,-1630556,-857630,NA,NA,NA,NA,NA,-4484140,29678045,74494252,NA,21442843,-19284846,-412186266,-14752177,-5147279,-3479047,-5542391,-31617897,-364000,-364048,-8788313,61695604,7389,"Services-Business Services, NEC"
"377","0001552800","TILE SHOP HOLDINGS, INC.","US-MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3584000,4050000,NA,3709000,3828000,1504000,1506000,3659000,4490000,3761000,3786000,6758000,6849000,4583000,273000,8009000,7723000,2438000,-7351000,4011000,4958000,2553000,-1080000,1320000,-154000,-1383000,-4246000,3502000,-760000,1914000,1375000,5297000,5494000,2175000,1808000,3513000,6914000,3823000,1453000,2512000,5079000,1844000,636000,NA,NA,NA,-628000,5700,"Retail-Home Furniture, Furnishings & Equipment Stores"
"378","0001570132","ANVI GLOBAL HOLDINGS, INC.","US-NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4060,-3039,-7775,NA,-5565,-36000,-36000,NA,-36000,-36000,-36000,NA,-36000,-36000,-36000,NA,-86730,-47223,-81322,NA,-54633,-47931,-82546,NA,-58963,-69566,-53977,NA,-53833,-50342,-60590,NA,-53408,-55690,-60690,NA,-59238,-61253,-48024,NA,-39627,-52365,-45832,NA,-55097,-51012,-46361,5400,"Retail-Food Stores"
"379","0001604028","ADVANCED DRAINAGE SYSTEMS, INC.","US-OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12974000,14740000,-4877000,-14210000,5526000,15928000,-4641000,-24640000,11694000,12346000,13131000,-12119000,18273000,23734000,9053000,-18110000,17742000,17863000,32105000,-5703000,32280000,28670000,15812000,1010000,-226356000,7589000,23288000,2305000,70466000,80236000,53774000,NA,75987000,75359000,73678000,NA,187146000,152007000,82040000,NA,173652000,135802000,105639000,NA,161402000,130382000,81231000,3086,"Plastics Foam Products"
"380","0001604778","Qorvo, Inc.","US-NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1561000,5892000,6235000,-1046000,38647000,63311000,87863000,6482000,2036000,4448000,-11127000,-24202000,-5675000,11847000,-78638000,55908000,-30624000,35919000,-33082000,-12501000,-29993000,32084000,69517000,61517000,39541000,83038000,161356000,50390000,96922000,136917000,201035000,NA,285626000,319189000,216263000,NA,68884000,188615000,-15931000,NA,-43580000,97461000,-126938000,NA,414000,-17435000,41271000,3674,"Semiconductors & Related Devices"
"381","0001613103","Medtronic plc","IE-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.53e+08,9.02e+08,7.62e+08,4.48e+08,8.71e+08,8.28e+08,9.77e+08,-1e+06,8.2e+08,5.2e+08,1.095e+09,1.104e+09,9.29e+08,1.115e+09,8.21e+08,1.163e+09,1.016e+09,2.017e+09,-1.389e+09,1.46e+09,1.075e+09,1.115e+09,1.269e+09,1.172e+09,8.64e+08,1.364e+09,1.915e+09,6.46e+08,4.87e+08,4.89e+08,1.27e+09,NA,7.63e+08,1.311e+09,1.48e+09,NA,9.29e+08,4.27e+08,1.222e+09,NA,7.91e+08,9.09e+08,1.322e+09,NA,1.042e+09,1.27e+09,1.294e+09,3845,"Electromedical & Electrotherapeutic Apparatus"
"382","0000056701","KOSS CORPORATION","US-WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79402,-3452841,-25121,NA,-94998,165586,57218,NA,-100804,386632,869686,NA,84211,140112,-1117582,NA,21969,-2940593,-762150,NA,41570,103149,137880,NA,-310749,-215713,-97373,NA,126928,508890,-474168,NA,-99359,578969,403204,NA,9944743,-1146190,-224480,NA,-257609,-269153,-313780,NA,-419535,94142,3651,"Household Audio & Video Equipment"
"383","0000730464","Adtalem Global Education Inc.","US-IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7132000,48155000,55525000,37484000,20440000,42413000,47120000,29926000,5465000,-50587000,51925000,-9969000,25152000,14413000,39859000,42859000,12785000,-81156000,39334000,62806000,-9530000,17295000,37905000,49498000,14361000,5525000,NA,-256052000,19930000,23315000,24652000,9012000,-58004000,17853000,347740000,8014000,592000,24653000,45869000,NA,10646000,39891000,36821000,NA,46165000,75856000,8200,"Services-Educational Services"
"384","0000733590","Transcontinental Realty Investors, Inc.","US-TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5854000,NA,4551000,2390000,-2346000,NA,105000,138000,-6601000,NA,-3540000,4659000,-4546000,NA,-5134000,-10410000,7074000,NA,-233000,7246000,22203000,NA,-5609000,-6345000,-7787000,-7179000,4613000,-4158000,7693000,-1479000,22632000,-30733000,26246000,-8747000,14502000,16461000,378351000,58948000,3517000,530000,4451000,-2561000,NA,NA,NA,108000,6798,"Real Estate Investment Trusts"
"385","0000817720","SYNAPTICS INCORPORATED","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34939000,17334000,-40056000,NA,26600000,2.1e+07,31500000,NA,23800000,3.5e+07,20500000,NA,3700000,22800000,4500000,NA,-26500000,-82400000,-13700000,NA,3800000,12800000,6700000,NA,4e+06,19800000,5e+06,NA,-2800000,49600000,13800000,NA,40200000,69500000,64900000,NA,64600000,2.2e+07,10400000,NA,-55600000,-9e+06,-18100000,NA,-23100000,1800000,3674,"Semiconductors & Related Devices"
"386","0000896429","Cantaloupe, Inc.","US-PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293654,409191,26866526,NA,-61000,-261000,-567000,-2e+05,360000,-874000,-5420000,-872000,-3370000,-232000,-925000,-2938000,-2171000,-4194000,-3223000,-1696000,-5288000,-10438000,-4306000,-9850000,NA,NA,NA,-11414000,-6613000,-2902000,-1848000,NA,-1291000,-468000,2136000,NA,-8574000,-573000,6948000,NA,2007000,3124000,4656000,NA,3572000,4974000,3578,"Calculating & Accounting Machines (No Electronic Computers)"
"387","0001005286","LIFECORE BIOMEDICAL, INC.","US-MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4752000,3451000,6400000,NA,2353000,3223000,3772000,4196000,2952000,1868000,-21190000,4729000,3312000,1326000,3500000,2452000,2146000,487000,16088000,6108000,190000,-584000,1067000,-262000,NA,NA,NA,NA,-12410000,-11623000,-6978000,NA,-9387000,-38471000,-13586000,NA,-10966000,-12806000,-36507000,NA,-10754000,14218000,15632000,NA,-16230000,-6571000,2834,"Pharmaceutical Preparations"
"388","0001549966","Silvercrest Asset Management Group Inc.","US-NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734000,2026000,944000,1351000,1358000,1122000,1403000,1721000,1326000,874000,1307000,926000,1496000,1286000,1687000,1858000,1872000,-80000,2231000,2337000,2162000,2900000,1709000,1864000,2653000,2420000,5532000,490000,2059000,1879000,2552000,3335000,3723000,5083000,7568000,5770000,3433000,2057000,3204000,3085000,3216000,-411000,3e+06,2665000,2252000,1618000,6282,"Investment Advice"
"389","0001606757","KIMBALL ELECTRONICS, INC.","US-IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7698000,5200000,6356000,5359000,5391000,6229000,7191000,7394000,4475000,4564000,7477000,5771000,10122000,7812000,8117000,8128000,8480000,-8347000,10835000,5784000,5069000,7115000,11849000,7525000,6598000,6612000,6259000,-1273000,16811000,15062000,10472000,NA,2564000,5113000,13638000,NA,9509000,10720000,16400000,NA,10754000,8290000,-6076000,NA,3154000,3432000,3672,"Printed Circuit Boards"
"390","0001610250","Boot Barn Holdings, Inc.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1387000,6339000,NA,1409000,944000,8763000,NA,2271000,-3343000,9928000,NA,624000,479000,10507000,NA,777000,1098000,20149000,NA,6761000,4534000,19030000,NA,9721000,7680000,24819000,NA,-490000,5758000,29566000,NA,40645000,37861000,69231000,NA,39318000,32054000,52772000,NA,34253000,27680000,55624000,NA,38909000,29428000,75066000,5661,"Retail-Shoe Stores"
"391","0001617242","KEARNY FINANCIAL CORP.","US-NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2586000,2987000,1786000,2829000,2923000,2169000,3878000,-3341000,2976000,3797000,4168000,4881000,4667000,5464000,4068000,4404000,5232000,1269000,5377000,7718000,11146000,10768000,11417000,8811000,11370000,10652000,9254000,13689000,11379000,16948000,16423000,18483000,19715000,18769000,17693000,NA,16535000,1951000,10312000,NA,9842000,-13827000,7397000,NA,6092000,6566000,6035,"Savings Institution, Federally Chartered"
"392","0001629210","PARAMOUNT GOLD NEVADA CORP.","US-NV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1263609,-1321410,-1218863,-1230862,-1467214,-1094320,-1214312,-1455361,-801993,-734967,-1100601,-2704611,1953496,-1824892,-1424462,-3043744,-1082719,-1818890,-1658748,-1507797,-1058893,-1430323,-1173413,-2307419,-1006499,-2342517,NA,NA,NA,-1774899,-1354467,NA,-1913745,-2702423,-1347036,NA,-1840216,-1432485,-1647760,NA,-2074160,-1574559,-1814045,NA,-1572138,-2031489,1000,"Metal Mining"
"393","0001589526","BLUE BIRD CORPORATION","US-GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4063000,-132000,-390000,-3335000,-628000,-11095000,10683000,15972000,-2337000,1394000,-2934000,NA,-8523000,2748000,20032000,NA,-7839000,1836000,21891000,NA,-1220000,-673000,14601000,NA,-403000,-639000,1286000,NA,-1614000,-619000,4332000,NA,-4082000,-12147000,-6435000,NA,-11294000,7130000,9358000,NA,26150000,26023000,28711000,NA,28722000,3713,"Truck & Bus Bodies"
"394","0001603345","AGENTIX CORP.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-51576,-26884,-69248,NA,-58102,-76701,-15264,NA,-349,344,-179430,NA,-130243,-155513,-38492,NA,-32742,-48261,-42676177,-31773,-45324,-38773,-31927,NA,-9556,-11799,-1289355,NA,-216713,-707066,-166958,-220247,-186976,-2017349,-164654,-424330,-353638,NA,-409558,-178972,6374,NA,-150717,-90669,-143894,2836,"Biological Products, (No Diagnostic Substances)"
"395","0001618921","WALGREENS BOOTS ALLIANCE, INC.","US-IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.23e+08,7.16e+08,7.14e+08,-2.21e+08,8.5e+08,2.042e+09,1.302e+09,2.6e+07,1.11e+09,9.3e+08,1.103e+09,1.03e+09,1.054e+09,1.06e+09,1.162e+09,8.02e+08,8.21e+08,1.349e+09,1.342e+09,1.512e+09,1.123e+09,1.156e+09,1.025e+09,6.77e+08,8.45e+08,9.46e+08,-1.708e+09,3.73e+08,-3.08e+08,1.026e+09,1.197e+09,6.27e+08,3.58e+09,8.83e+08,2.89e+08,-4.15e+08,-3.721e+09,7.03e+08,1.18e+08,-1.8e+08,-6.7e+07,-5.908e+09,3.44e+08,NA,-2.65e+08,5912,"Retail-Drug Stores and Proprietary Stores"
"396","0001625288","NEXIEN BIOPHARMA, INC.","US-CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-471,NA,-9,-40332,-3866,NA,-6484,-4477,-5244,NA,-6703,-4790,-67221,-191432,-451074,-303264,-267728,NA,-797563,-1959165,-484810,NA,-741902,-696274,-559670,NA,-1061417,-828031,211198,NA,-121711,-220194,-187451,NA,-94874,-93592,-79853,NA,-74918,-24518,-53163,NA,-32004,-39472,2834,"Pharmaceutical Preparations"
"397","0001348911","KALVISTA PHARMACEUTICALS, INC.","US-MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2015000,-2635000,-3995000,-4714000,-5184000,-9012000,-4991000,-5659000,-6607000,-7350000,-2385000,-7644000,-4202000,-4928000,-4986000,-5234000,-657000,-5030000,-3304000,-3956000,-8526000,-7338000,-5903000,-9291000,-6585000,-10814000,-10426000,-10048000,NA,-16109000,-19650000,-22467000,NA,-23042000,-22257000,-21303000,NA,-25317000,-27650000,-29028000,-43105000,-40340000,-39084000,-48509000,2834,"Pharmaceutical Preparations"
"398","0001609258","PETROGAS COMPANY","US-TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-57,-5275,-15986,-1565,NA,-16580,-619477,-35929,NA,-22740,-48900,-18445,NA,-13181,-38479,-88507,NA,-55651,-41916,-23300,NA,-115911,-27341,-29857,NA,-38353,-27341,-27119,NA,-22711,-105024580,-20319,NA,-29516,-19577,-19526,NA,-25266,-18549,-17880,NA,-19791,-20130,-16080,1311,"Crude Petroleum & Natural Gas"
"399","0001627223","The Chemours Company","US-DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8e+07,1.16e+08,1.07e+08,7.9e+07,4.3e+07,-1.8e+07,-2.9e+07,-8.6e+07,5.1e+07,-1.8e+07,2.04e+08,-2.3e+08,1.5e+08,1.61e+08,2.07e+08,2.28e+08,2.97e+08,2.81e+08,2.75e+08,1.42e+08,9.4e+07,9.6e+07,7.6e+07,-3.17e+08,1e+08,2.4e+07,7.6e+07,NA,9.6e+07,6.6e+07,2.14e+08,NA,2.34e+08,2.01e+08,2.4e+08,-9.7e+07,1.45e+08,-3.76e+08,1.2e+07,-1.8e+07,5.4e+07,6e+07,-3.2e+07,-8e+06,2800,"Chemicals & Allied Products"
"400","0001628908","Evolent Health, Inc.","US-VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5442000,-5939000,-3167000,-10698000,-11319000,359912000,-11980000,-4119000,-122740000,-8387000,-11208000,-17407000,-18012000,-16905000,-12588000,-13160000,-13626000,-9916000,-12429000,-16687000,-46739000,-31615000,-25521000,-198096000,-78752000,-203521000,-37348000,-14625000,-9807000,-9107000,-13040000,NA,-5350000,-4588000,2123000,NA,-19982000,-34323000,-25324000,-33411000,-17280000,1596000,-23137000,-22802000,8741,"Services-Management Services"
"401","0000768408","Cyanotech Corp","US-HI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-381000,64000,463000,-170000,-105000,14000,-250000,-4054000,-691000,99000,-349000,-274000,501000,475000,1107000,-1058000,-1275000,-1136000,288000,-1473000,-133000,228000,171000,121000,138000,155000,827000,-2e+05,520000,970000,386000,NA,-472000,-940000,-598000,NA,-1369000,-797000,-1020000,NA,-1202000,-1150000,-224000,2833,"Medicinal Chemicals & Botanical Products"
"402","0001302215","Houlihan Lokey, Inc.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14358000,16591000,24160000,24772000,15045000,9255000,22661000,22780000,39244000,33357000,61583000,38099000,29682000,40119000,43957000,45348000,29682000,40119000,43957000,45348000,42775000,33110000,48894000,59014000,NA,NA,118515000,NA,85960000,112883000,173735000,NA,70782000,60730000,63051000,NA,61390000,67031000,70803000,NA,88940000,93549000,95302000,6282,"Investment Advice"
"403","0001624794","CSW INDUSTRIALS, INC.","US-TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8700000,1.3e+07,2e+06,1800000,8700000,1.3e+07,2e+06,1800000,4100000,3800000,4e+05,2800000,8500000,7300000,-3.4e+07,6300000,11700000,15200000,5e+06,13700000,15200000,8800000,7300000,14600000,11852000,16033000,1859000,10356000,20461000,18171000,9306000,18446000,29443000,24331000,15599000,NA,30611000,30055000,9222000,NA,38591000,36051000,26948000,2891,"Adhesives & Sealants"
"404","0001630113","BIOTRICITY INC.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28144,NA,-18904,NA,-492013,-1226899,195746,-1269151,-1044607,-2342448,-2624670,-1797610,-2303313,-1454899,-2095590,NA,-2420516,-2172248,-2172248,NA,-2089601,-2008114,-2371005,NA,-3157179,-2962207,-3900245,NA,-5656099,-10752890,-7109649,NA,-4776252,-4692548,-4517115,NA,-3412882,-3690840,-2808091,NA,-3694520,-1561768,-1229154,3841,"Surgical & Medical Instruments & Apparatus"
"405","0001634117","BARNES & NOBLE EDUCATION, INC.","US-NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26213000,36951000,8650000,-256000,-26918000,33401000,-3603000,-2796000,-27916000,29289000,3761000,227000,-34783000,48395000,-283235000,17057000,-38622000,59697000,769000,-46218000,-32155000,35931000,-1693000,-40333000,-46652000,7515000,-48289000,NA,-43628000,22528000,-36801000,-10956000,-52707000,22144000,-25049000,-46250000,-50388000,24180000,-9639000,-27364000,-99479000,49735000,7112000,5940,"Retail-Miscellaneous Shopping Goods Stores"
"406","0001633978","Lumentum Holdings Inc.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4300000,-4100000,12200000,-15800000,-2e+05,2800000,-7600000,14300000,-3400000,11800000,-5.6e+07,-54900000,7100000,204800000,2700000,33500000,47400000,16300000,-74300000,-25800000,47600000,49100000,43400000,-4600000,67100000,83200000,225500000,21500000,81500000,56700000,2.6e+07,NA,-4e+05,-31700000,-39300000,NA,-67900000,-99100000,-1.27e+08,NA,-82400000,-60900000,3669,"Communications Equipment, NEC"
